"ROOT","135.301499","155.0","303.465584","0.0","1.0","0.0"
"NODE","134.065164","155.0","303.380912","0.0","1.0","0.0"
"NODE","129.150584","157.351447","309.925186","0.0","1.0","0.0"
"NODE","116.370985","157.413621","310.703656","0.0","1.0","0.0"
"NODE","109.420483","157.446195","307.147068","0.0","1.0","0.0"
"NODE","106.866959","157.493641","296.752694","0.0","1.0","0.0"
"NODE","106.652608","158.229074","285.968719","0.0","1.0","0.0"
"NODE","118.672922","165.382102","267.01271","0.0","1.0","0.0"
"NODE","141.338707","168.271346","262.922588","0.0","1.0","0.0"
"NODE","145.243773","169.72464","263.966412","0.0","1.0","0.0"
"NODE","151.54468","171.957006","267.282231","0.0","1.0","0.0"
"NODE","157.013851","172.153683","272.009604","0.0","1.0","0.0"
"NODE","159.666369","172.145063","275.164914","0.0","1.0","0.0"
"NODE","163.785957","174.23193","283.374623","0.0","1.0","0.0"
"NODE","164.222622","177.764397","307.404991","0.0","1.0","0.0"
"NODE","163.171358","178.445528","311.539026","0.0","1.0","0.0"
"NODE","159.757497","181.32034","319.323307","0.0","1.0","0.0"
"NODE","145.17753","188.60621","334.123002","0.0","1.0","0.0"
"NODE","141.342508","189.281667","335.812259","0.0","1.0","0.0"
"NODE","135.294668","191.366581","337.508568","0.0","1.0","0.0"
"NODE","130.206871","193.226579","337.933821","0.0","1.0","0.0"
"NODE","126.053432","194.726077","337.60634","0.0","1.0","0.0"
"NODE","120.922263","196.601009","336.563756","0.0","1.0","0.0"
"NODE","109.774594","200.726003","332.684038","0.0","1.0","0.0"
"NODE","98.537633","205.08691","326.542465","0.0","1.0","0.0"
"NODE","92.562286","205.05715","304.357086","0.0","1.0","0.0"
"NODE","94.157843","205.015324","293.100701","0.0","1.0","0.0"
"NODE","97.386669","204.938178","282.517154","0.0","1.0","0.0"
"NODE","112.569821","200.496905","273.172838","0.0","1.0","0.0"
"NODE","124.388726","200.370142","271.851031","0.0","1.0","0.0"
"NODE","132.043755","200.337903","278.303117","0.0","1.0","0.0"
"NODE","134.254623","200.295361","283.205849","0.0","1.0","0.0"
"NODE","134.271869","188.097788","291.959878","0.0","1.0","0.0"
"NODE","133.834357","179.183898","293.451683","0.0","1.0","0.0"
